0 0
0 1
1.0000000000 1.0040856031
1.0807669959 0.9591439689
1.1615339919 0.9223735409
1.2423009878 0.8920233463
1.3230679837 0.8680933852
1.4038349797 0.8482490272
1.4851830331 0.8319066148
1.5659500291 0.8184824903
1.6467170250 0.8073929961
1.7274840209 0.7980544747
1.8082510169 0.7898832685
1.8890180128 0.7828793774
1.9697850087 0.7764591440
2.0505520046 0.7700389105
2.1313190006 0.7642023346
2.2120859965 0.7583657588
2.2928529924 0.7525291829
2.3736199884 0.7461089494
2.4543869843 0.7402723735
2.5351539802 0.7338521401
2.6165020337 0.7274319066
2.6972690296 0.7204280156
2.7780360256 0.7134241245
2.8588030215 0.7064202335
2.9395700174 0.6994163424
3.0203370134 0.6918287938
3.1011040093 0.6842412451
3.1818710052 0.6766536965
3.2626380012 0.6690661479
3.3434049971 0.6614785992
3.4241719930 0.6538910506
3.5049389890 0.6463035019
3.5857059849 0.6387159533
3.6670540383 0.6311284047
3.7478210343 0.6235408560
3.8285880302 0.6159533074
3.9093550261 0.6083657588
3.9901220221 0.6007782101
4.0708890180 0.5937743191
4.1516560139 0.5861867704
4.2324230099 0.5791828794
4.3131900058 0.5715953307
4.3939570017 0.5645914397
4.4747239977 0.5570038911
4.5554909936 0.5500000000
4.6362579895 0.5424124514
4.7176060430 0.5354085603
4.7983730389 0.5278210117
4.8791400349 0.5208171206
4.9599070308 0.5132295720
5.0406740267 0.5062256809
5.1214410227 0.4986381323
5.2022080186 0.4916342412
5.2829750145 0.4840466926
5.3637420105 0.4764591440
5.4445090064 0.4688715953
5.5252760023 0.4618677043
5.6060429983 0.4542801556
5.6868099942 0.4466926070
5.7675769901 0.4391050584
5.8489250436 0.4315175097
5.9296920395 0.4239299611
6.0104590354 0.4169260700
6.0912260314 0.4093385214
6.1719930273 0.4017509728
6.2527600232 0.3941634241
6.3335270192 0.3865758755
6.4142940151 0.3795719844
6.4950610110 0.3719844358
6.5758280070 0.3643968872
6.6565950029 0.3568093385
6.7373619988 0.3498054475
6.8181289948 0.3422178988
6.8994770482 0.3346303502
6.9802440442 0.3270428016
7.0610110401 0.3194552529
7.1417780360 0.3112840467
7.2225450320 0.3036964981
7.3033120279 0.2955252918
7.3840790238 0.2873540856
7.4648460198 0.2791828794
7.5456130157 0.2710116732
7.6263800116 0.2622568093
7.7071470076 0.2535019455
7.7879140035 0.2447470817
7.8686809994 0.2359922179
7.9494479954 0.2266536965
8.0307960488 0.2178988327
8.1115630447 0.2085603113
8.1923300407 0.1998054475
8.2730970366 0.1904669261
8.3538640325 0.1817120623
8.4346310285 0.1723735409
8.5153980244 0.1636186770
8.5961650203 0.1542801556
8.6769320163 0.1449416342
8.7576990122 0.1350194553
8.8384660081 0.1245136187
8.9192330041 0.1134241245
9.0000000000 0.1000000000
9.5 0.1
9.5 0
0 0
