"MESH - setup topology", 2.171568559, 2.214544057, 2.164027540, 2.160071628, 2.382950687, 2.265067583, 2.189626830, 2.424955878, 2.309216592, 2.311971936
"Intersection algorithm", 0.254647523, 0.276426673, 0.267882476, 0.263166394, 0.258762479, 0.277282736, 0.253514460, 0.262593937, 0.261375809, 0.263126894
"Intersection into storage", 0.005491520, 0.005618632, 0.005519314, 0.005498521, 0.005466241, 0.005631224, 0.005313763, 0.005571204, 0.006621205, 0.005502921
